Dataset,Model,Uses_PCA,Original_Features,CV_Best_F1,Best_Threshold,Model_N_Neighbors,Model_Distance,Accuracy,Precision,Recall,F1,ROC_AUC,Training_Time_Seconds,TN,FP,FN,TP,PCA_Variance_Target,PCA_Components,Explained_Variance
Merged,KNN,True,20,0.311560937374509,0.0,21.0,Euclidean,0.2,0.2,1.0,0.3333333333333333,0.503378125,16.304577600036282,0,1600,0,400,0.99,24,0.9999999999999998
Merged,SVM,True,20,0.17098943460788826,0.00480428084406084,,,0.2025,0.20050125313283207,1.0,0.33402922755741127,0.48489687500000006,281.6435734999832,5,1595,0,400,0.9,21,0.9177078037324383
Merged,XGBoost,True,20,0.22700097844123895,0.043711379170417786,,,0.2005,0.2001000500250125,1.0,0.3334722801167153,0.49870625,18.135529799968936,1,1599,0,400,0.9,21,0.9177078037324383
Merged,MLP,True,20,0.21950336440465792,2.8789076164417643e-05,,,0.201,0.2002002002002002,1.0,0.3336113427856547,0.48601250000000007,75.93449029995827,2,1598,0,400,0.9,21,0.9177078037324383
