Dataset,Model,Uses_PCA,Original_Features,CV_Best_F1,Best_Threshold,Model_N_Neighbors,Model_Distance,Accuracy,Precision,Recall,F1,ROC_AUC,Training_Time_Seconds,TN,FP,FN,TP,PCA_Variance_Target,PCA_Components,Explained_Variance
Clinical,KNN,True,14,0.2874936971236853,0.04227096914525554,21.0,Euclidean,0.203,0.2,0.995,0.33305439330543934,0.5267078124999999,16.900079099985305,8,1592,2,398,0.99,14,1.0000000000000004
Clinical,SVM,True,14,0.2599924091945111,0.037820428215595565,,,0.2005,0.19949874686716793,0.995,0.3323590814196242,0.5225484375,96.29262560000643,3,1597,2,398,0.9,12,0.9039225599051072
Clinical,XGBoost,True,14,0.24583601890706067,0.022414499893784523,,,0.2005,0.2001000500250125,1.0,0.3334722801167153,0.527034375,2.955705599975772,1,1599,0,400,0.95,13,0.9524207374760849
Clinical,MLP,True,14,0.2486162432265504,3.409222009443865e-05,,,0.2,0.2,1.0,0.3333333333333333,0.5140984375,16.509774300036952,0,1600,0,400,0.99,14,1.0000000000000004
