Model,FPR,TPR,AUC
KNN,0.411875,0.41,0.503378125
KNN,0.411875,0.4125,0.503378125
KNN,0.4125,0.4125,0.503378125
KNN,0.4125,0.415,0.503378125
KNN,0.4175,0.415,0.503378125
KNN,0.4175,0.4175,0.503378125
KNN,0.419375,0.4175,0.503378125
KNN,0.419375,0.42,0.503378125
KNN,0.42,0.42,0.503378125
KNN,0.42,0.425,0.503378125
KNN,0.42125,0.425,0.503378125
KNN,0.42125,0.4325,0.503378125
KNN,0.4375,0.4325,0.503378125
KNN,0.4375,0.435,0.503378125
KNN,0.44125,0.435,0.503378125
KNN,0.44125,0.4375,0.503378125
KNN,0.446875,0.4375,0.503378125
KNN,0.446875,0.44,0.503378125
KNN,0.451875,0.44,0.503378125
KNN,0.451875,0.4425,0.503378125
KNN,0.455625,0.4425,0.503378125
KNN,0.455625,0.4475,0.503378125
KNN,0.45625,0.4475,0.503378125
KNN,0.45625,0.455,0.503378125
KNN,0.4575,0.455,0.503378125
KNN,0.4575,0.4575,0.503378125
KNN,0.458125,0.4575,0.503378125
KNN,0.458125,0.46,0.503378125
KNN,0.45875,0.46,0.503378125
KNN,0.45875,0.4625,0.503378125
KNN,0.460625,0.4625,0.503378125
KNN,0.460625,0.465,0.503378125
KNN,0.466875,0.465,0.503378125
KNN,0.466875,0.4675,0.503378125
KNN,0.469375,0.4675,0.503378125
KNN,0.469375,0.47,0.503378125
KNN,0.4725,0.47,0.503378125
KNN,0.4725,0.4725,0.503378125
KNN,0.476875,0.4725,0.503378125
KNN,0.476875,0.475,0.503378125
KNN,0.48125,0.475,0.503378125
KNN,0.48125,0.4825,0.503378125
KNN,0.48625,0.4825,0.503378125
KNN,0.48625,0.485,0.503378125
KNN,0.489375,0.485,0.503378125
KNN,0.489375,0.49,0.503378125
KNN,0.490625,0.49,0.503378125
KNN,0.490625,0.4925,0.503378125
KNN,0.493125,0.4925,0.503378125
KNN,0.493125,0.495,0.503378125
KNN,0.496875,0.495,0.503378125
KNN,0.496875,0.5,0.503378125
KNN,0.498125,0.5,0.503378125
KNN,0.498125,0.5025,0.503378125
KNN,0.49875,0.5025,0.503378125
KNN,0.49875,0.505,0.503378125
KNN,0.500625,0.505,0.503378125
KNN,0.500625,0.5075,0.503378125
KNN,0.50375,0.5075,0.503378125
KNN,0.50375,0.51,0.503378125
KNN,0.505,0.51,0.503378125
KNN,0.505,0.515,0.503378125
KNN,0.50875,0.515,0.503378125
KNN,0.50875,0.5175,0.503378125
KNN,0.51375,0.5175,0.503378125
KNN,0.51375,0.52,0.503378125
KNN,0.514375,0.52,0.503378125
KNN,0.514375,0.5225,0.503378125
KNN,0.518125,0.5225,0.503378125
KNN,0.518125,0.525,0.503378125
KNN,0.519375,0.525,0.503378125
KNN,0.519375,0.5275,0.503378125
KNN,0.52125,0.5275,0.503378125
KNN,0.52125,0.5325,0.503378125
KNN,0.524375,0.5325,0.503378125
KNN,0.524375,0.535,0.503378125
KNN,0.525,0.535,0.503378125
KNN,0.525,0.5375,0.503378125
KNN,0.525625,0.5375,0.503378125
KNN,0.525625,0.5425,0.503378125
KNN,0.52625,0.5425,0.503378125
KNN,0.52625,0.545,0.503378125
KNN,0.53,0.545,0.503378125
KNN,0.53,0.5475,0.503378125
KNN,0.534375,0.5475,0.503378125
KNN,0.534375,0.5525,0.503378125
KNN,0.535625,0.5525,0.503378125
KNN,0.535625,0.5575,0.503378125
KNN,0.54,0.5575,0.503378125
KNN,0.54,0.56,0.503378125
KNN,0.54125,0.56,0.503378125
KNN,0.54125,0.5625,0.503378125
KNN,0.54375,0.5625,0.503378125
KNN,0.54375,0.565,0.503378125
KNN,0.545625,0.565,0.503378125
KNN,0.545625,0.5675,0.503378125
KNN,0.55375,0.5675,0.503378125
KNN,0.55375,0.57,0.503378125
KNN,0.55875,0.57,0.503378125
KNN,0.55875,0.5725,0.503378125
KNN,0.559375,0.5725,0.503378125
KNN,0.559375,0.575,0.503378125
KNN,0.566875,0.575,0.503378125
KNN,0.566875,0.5775,0.503378125
KNN,0.574375,0.5775,0.503378125
KNN,0.574375,0.58,0.503378125
KNN,0.5775,0.58,0.503378125
KNN,0.5775,0.585,0.503378125
KNN,0.579375,0.585,0.503378125
KNN,0.579375,0.5925,0.503378125
KNN,0.58125,0.5925,0.503378125
KNN,0.58125,0.595,0.503378125
KNN,0.58625,0.595,0.503378125
KNN,0.58625,0.6,0.503378125
KNN,0.590625,0.6,0.503378125
KNN,0.590625,0.61,0.503378125
KNN,0.593125,0.61,0.503378125
KNN,0.593125,0.6125,0.503378125
KNN,0.6025,0.6125,0.503378125
KNN,0.6025,0.615,0.503378125
KNN,0.603125,0.615,0.503378125
KNN,0.603125,0.6175,0.503378125
KNN,0.60375,0.6175,0.503378125
KNN,0.60375,0.62,0.503378125
KNN,0.60625,0.62,0.503378125
KNN,0.60625,0.6225,0.503378125
KNN,0.6075,0.6225,0.503378125
KNN,0.6075,0.625,0.503378125
KNN,0.61,0.625,0.503378125
KNN,0.61,0.6325,0.503378125
KNN,0.613125,0.6325,0.503378125
KNN,0.613125,0.635,0.503378125
KNN,0.620625,0.635,0.503378125
KNN,0.620625,0.6375,0.503378125
KNN,0.62125,0.6375,0.503378125
KNN,0.62125,0.64,0.503378125
KNN,0.625625,0.64,0.503378125
KNN,0.625625,0.6425,0.503378125
KNN,0.628125,0.6425,0.503378125
KNN,0.628125,0.645,0.503378125
KNN,0.634375,0.645,0.503378125
KNN,0.634375,0.65,0.503378125
KNN,0.635,0.65,0.503378125
KNN,0.635,0.6525,0.503378125
KNN,0.636875,0.6525,0.503378125
KNN,0.636875,0.655,0.503378125
KNN,0.64,0.655,0.503378125
KNN,0.64,0.6575,0.503378125
KNN,0.640625,0.6575,0.503378125
KNN,0.640625,0.66,0.503378125
KNN,0.645625,0.66,0.503378125
KNN,0.645625,0.665,0.503378125
KNN,0.655,0.665,0.503378125
KNN,0.655,0.6675,0.503378125
KNN,0.65875,0.6675,0.503378125
KNN,0.65875,0.6725,0.503378125
KNN,0.66,0.6725,0.503378125
KNN,0.66,0.6775,0.503378125
KNN,0.666875,0.6775,0.503378125
KNN,0.666875,0.68,0.503378125
KNN,0.66875,0.68,0.503378125
KNN,0.66875,0.6825,0.503378125
KNN,0.669375,0.6825,0.503378125
KNN,0.669375,0.685,0.503378125
KNN,0.67625,0.685,0.503378125
KNN,0.67625,0.69,0.503378125
KNN,0.678125,0.69,0.503378125
KNN,0.678125,0.6925,0.503378125
KNN,0.679375,0.6925,0.503378125
KNN,0.679375,0.6975,0.503378125
KNN,0.68125,0.6975,0.503378125
KNN,0.68125,0.7025,0.503378125
KNN,0.681875,0.7025,0.503378125
KNN,0.681875,0.705,0.503378125
KNN,0.68625,0.705,0.503378125
KNN,0.68625,0.7075,0.503378125
KNN,0.689375,0.7075,0.503378125
KNN,0.689375,0.71,0.503378125
KNN,0.694375,0.71,0.503378125
KNN,0.694375,0.7125,0.503378125
KNN,0.69625,0.7125,0.503378125
KNN,0.69625,0.715,0.503378125
KNN,0.6975,0.715,0.503378125
KNN,0.6975,0.7175,0.503378125
KNN,0.706875,0.7175,0.503378125
KNN,0.706875,0.7225,0.503378125
KNN,0.709375,0.7225,0.503378125
KNN,0.709375,0.725,0.503378125
KNN,0.71875,0.725,0.503378125
KNN,0.71875,0.7275,0.503378125
KNN,0.72125,0.7275,0.503378125
KNN,0.72125,0.73,0.503378125
KNN,0.723125,0.73,0.503378125
KNN,0.723125,0.7325,0.503378125
KNN,0.726875,0.7325,0.503378125
KNN,0.726875,0.735,0.503378125
KNN,0.728125,0.735,0.503378125
KNN,0.728125,0.7375,0.503378125
KNN,0.729375,0.7375,0.503378125
KNN,0.729375,0.7425,0.503378125
KNN,0.73125,0.7425,0.503378125
KNN,0.73125,0.745,0.503378125
KNN,0.735625,0.745,0.503378125
KNN,0.735625,0.75,0.503378125
KNN,0.73625,0.75,0.503378125
KNN,0.73625,0.7525,0.503378125
KNN,0.738125,0.7525,0.503378125
KNN,0.738125,0.755,0.503378125
KNN,0.7475,0.755,0.503378125
KNN,0.7475,0.7575,0.503378125
KNN,0.749375,0.7575,0.503378125
KNN,0.749375,0.76,0.503378125
KNN,0.750625,0.76,0.503378125
KNN,0.750625,0.7625,0.503378125
KNN,0.751875,0.7625,0.503378125
KNN,0.751875,0.765,0.503378125
KNN,0.7525,0.765,0.503378125
KNN,0.7525,0.7675,0.503378125
KNN,0.754375,0.7675,0.503378125
KNN,0.754375,0.77,0.503378125
KNN,0.755625,0.77,0.503378125
KNN,0.755625,0.7775,0.503378125
KNN,0.75625,0.7775,0.503378125
KNN,0.75625,0.7825,0.503378125
KNN,0.760625,0.7825,0.503378125
KNN,0.760625,0.785,0.503378125
KNN,0.76375,0.785,0.503378125
KNN,0.76375,0.7875,0.503378125
KNN,0.765,0.7875,0.503378125
KNN,0.765,0.79,0.503378125
KNN,0.76625,0.79,0.503378125
KNN,0.76625,0.795,0.503378125
KNN,0.76875,0.795,0.503378125
KNN,0.76875,0.7975,0.503378125
KNN,0.775,0.7975,0.503378125
KNN,0.775,0.8,0.503378125
KNN,0.78,0.8,0.503378125
KNN,0.78,0.8025,0.503378125
KNN,0.781875,0.8025,0.503378125
KNN,0.781875,0.805,0.503378125
KNN,0.783125,0.805,0.503378125
KNN,0.783125,0.8075,0.503378125
KNN,0.789375,0.8075,0.503378125
KNN,0.789375,0.81,0.503378125
KNN,0.793125,0.81,0.503378125
KNN,0.793125,0.815,0.503378125
KNN,0.794375,0.815,0.503378125
KNN,0.794375,0.8175,0.503378125
KNN,0.7975,0.8175,0.503378125
KNN,0.7975,0.82,0.503378125
KNN,0.80125,0.82,0.503378125
KNN,0.80125,0.8225,0.503378125
KNN,0.804375,0.8225,0.503378125
KNN,0.804375,0.825,0.503378125
KNN,0.81,0.825,0.503378125
KNN,0.81,0.8275,0.503378125
KNN,0.811875,0.8275,0.503378125
KNN,0.811875,0.83,0.503378125
KNN,0.814375,0.83,0.503378125
KNN,0.814375,0.8325,0.503378125
KNN,0.818125,0.8325,0.503378125
KNN,0.818125,0.835,0.503378125
KNN,0.823125,0.835,0.503378125
KNN,0.823125,0.8375,0.503378125
KNN,0.824375,0.8375,0.503378125
KNN,0.824375,0.84,0.503378125
KNN,0.826875,0.84,0.503378125
KNN,0.826875,0.8425,0.503378125
KNN,0.83125,0.8425,0.503378125
KNN,0.83125,0.845,0.503378125
KNN,0.83625,0.845,0.503378125
KNN,0.83625,0.8475,0.503378125
KNN,0.843125,0.8475,0.503378125
KNN,0.843125,0.85,0.503378125
KNN,0.846875,0.85,0.503378125
KNN,0.846875,0.8525,0.503378125
KNN,0.850625,0.8525,0.503378125
KNN,0.850625,0.855,0.503378125
KNN,0.855,0.855,0.503378125
KNN,0.855,0.8575,0.503378125
KNN,0.85875,0.8575,0.503378125
KNN,0.85875,0.86,0.503378125
KNN,0.866875,0.86,0.503378125
KNN,0.866875,0.8625,0.503378125
KNN,0.8675,0.8625,0.503378125
KNN,0.8675,0.865,0.503378125
KNN,0.868125,0.865,0.503378125
KNN,0.868125,0.8675,0.503378125
KNN,0.883125,0.8675,0.503378125
KNN,0.883125,0.87,0.503378125
KNN,0.884375,0.87,0.503378125
KNN,0.884375,0.8725,0.503378125
KNN,0.885625,0.8725,0.503378125
KNN,0.885625,0.875,0.503378125
KNN,0.88625,0.875,0.503378125
KNN,0.88625,0.8775,0.503378125
KNN,0.888125,0.8775,0.503378125
KNN,0.888125,0.8825,0.503378125
KNN,0.89375,0.8825,0.503378125
KNN,0.89375,0.885,0.503378125
KNN,0.89625,0.885,0.503378125
KNN,0.89625,0.89,0.503378125
KNN,0.899375,0.89,0.503378125
KNN,0.899375,0.8925,0.503378125
KNN,0.9,0.8925,0.503378125
KNN,0.9,0.895,0.503378125
KNN,0.901875,0.895,0.503378125
KNN,0.901875,0.8975,0.503378125
KNN,0.904375,0.8975,0.503378125
KNN,0.904375,0.9,0.503378125
KNN,0.905,0.9,0.503378125
KNN,0.905,0.905,0.503378125
KNN,0.906875,0.905,0.503378125
KNN,0.906875,0.91,0.503378125
KNN,0.908125,0.91,0.503378125
KNN,0.908125,0.9125,0.503378125
KNN,0.910625,0.9125,0.503378125
KNN,0.910625,0.915,0.503378125
KNN,0.915,0.915,0.503378125
KNN,0.915,0.9175,0.503378125
KNN,0.919375,0.9175,0.503378125
KNN,0.919375,0.9225,0.503378125
KNN,0.923125,0.9225,0.503378125
KNN,0.923125,0.9275,0.503378125
KNN,0.928125,0.9275,0.503378125
KNN,0.928125,0.93,0.503378125
KNN,0.938125,0.93,0.503378125
KNN,0.938125,0.9325,0.503378125
KNN,0.95125,0.9325,0.503378125
KNN,0.95125,0.935,0.503378125
KNN,0.954375,0.935,0.503378125
KNN,0.954375,0.94,0.503378125
KNN,0.95625,0.94,0.503378125
KNN,0.95625,0.945,0.503378125
KNN,0.9575,0.945,0.503378125
KNN,0.9575,0.9475,0.503378125
KNN,0.961875,0.9475,0.503378125
KNN,0.961875,0.9525,0.503378125
KNN,0.963125,0.9525,0.503378125
KNN,0.963125,0.955,0.503378125
KNN,0.975,0.955,0.503378125
KNN,0.975,0.9575,0.503378125
KNN,0.976875,0.9575,0.503378125
KNN,0.976875,0.96,0.503378125
KNN,0.978125,0.96,0.503378125
KNN,0.978125,0.9625,0.503378125
KNN,0.97875,0.9625,0.503378125
KNN,0.97875,0.9675,0.503378125
KNN,0.979375,0.9675,0.503378125
KNN,0.979375,0.9725,0.503378125
KNN,0.980625,0.9725,0.503378125
KNN,0.980625,0.975,0.503378125
KNN,0.98125,0.975,0.503378125
KNN,0.98125,0.9775,0.503378125
KNN,0.9825,0.9775,0.503378125
KNN,0.9825,0.98,0.503378125
KNN,0.98375,0.98,0.503378125
KNN,0.98375,0.9825,0.503378125
KNN,0.985,0.9825,0.503378125
KNN,0.985,0.985,0.503378125
KNN,0.985625,0.985,0.503378125
KNN,0.985625,0.9875,0.503378125
KNN,0.99,0.9875,0.503378125
KNN,0.99,0.99,0.503378125
KNN,0.9925,0.99,0.503378125
KNN,0.9925,0.9925,0.503378125
KNN,0.994375,0.9925,0.503378125
KNN,0.994375,0.995,0.503378125
KNN,0.996875,0.995,0.503378125
KNN,0.996875,0.9975,0.503378125
KNN,1.0,0.9975,0.503378125
KNN,1.0,1.0,0.503378125
SVM,0.0,0.0,0.48489687500000006
SVM,0.0,0.0025,0.48489687500000006
SVM,0.001875,0.0025,0.48489687500000006
SVM,0.001875,0.005,0.48489687500000006
SVM,0.006875,0.005,0.48489687500000006
SVM,0.006875,0.0075,0.48489687500000006
SVM,0.01,0.0075,0.48489687500000006
SVM,0.01,0.01,0.48489687500000006
SVM,0.010625,0.01,0.48489687500000006
SVM,0.010625,0.0125,0.48489687500000006
SVM,0.015,0.0125,0.48489687500000006
SVM,0.015,0.0175,0.48489687500000006
SVM,0.020625,0.0175,0.48489687500000006
SVM,0.020625,0.02,0.48489687500000006
SVM,0.023125,0.02,0.48489687500000006
SVM,0.023125,0.0225,0.48489687500000006
SVM,0.024375,0.0225,0.48489687500000006
SVM,0.024375,0.025,0.48489687500000006
SVM,0.02625,0.025,0.48489687500000006
SVM,0.02625,0.0275,0.48489687500000006
SVM,0.035625,0.0275,0.48489687500000006
SVM,0.035625,0.03,0.48489687500000006
SVM,0.038125,0.03,0.48489687500000006
SVM,0.038125,0.0325,0.48489687500000006
SVM,0.04,0.0325,0.48489687500000006
SVM,0.04,0.035,0.48489687500000006
SVM,0.04125,0.035,0.48489687500000006
SVM,0.04125,0.0375,0.48489687500000006
SVM,0.0425,0.0375,0.48489687500000006
SVM,0.0425,0.04,0.48489687500000006
SVM,0.0475,0.04,0.48489687500000006
SVM,0.0475,0.0425,0.48489687500000006
SVM,0.05125,0.0425,0.48489687500000006
SVM,0.05125,0.0475,0.48489687500000006
SVM,0.05625,0.0475,0.48489687500000006
SVM,0.05625,0.05,0.48489687500000006
SVM,0.0575,0.05,0.48489687500000006
SVM,0.0575,0.0525,0.48489687500000006
SVM,0.06,0.0525,0.48489687500000006
SVM,0.06,0.0575,0.48489687500000006
SVM,0.061875,0.0575,0.48489687500000006
SVM,0.061875,0.06,0.48489687500000006
SVM,0.065625,0.06,0.48489687500000006
SVM,0.065625,0.0625,0.48489687500000006
SVM,0.06625,0.0625,0.48489687500000006
SVM,0.06625,0.065,0.48489687500000006
SVM,0.07,0.065,0.48489687500000006
SVM,0.07,0.0675,0.48489687500000006
SVM,0.07125,0.0675,0.48489687500000006
SVM,0.07125,0.07,0.48489687500000006
SVM,0.0725,0.07,0.48489687500000006
SVM,0.0725,0.0725,0.48489687500000006
SVM,0.073125,0.0725,0.48489687500000006
SVM,0.073125,0.075,0.48489687500000006
SVM,0.07375,0.075,0.48489687500000006
SVM,0.07375,0.0775,0.48489687500000006
SVM,0.076875,0.0775,0.48489687500000006
SVM,0.076875,0.08,0.48489687500000006
SVM,0.08,0.08,0.48489687500000006
SVM,0.08,0.0825,0.48489687500000006
SVM,0.084375,0.0825,0.48489687500000006
SVM,0.084375,0.085,0.48489687500000006
SVM,0.085625,0.085,0.48489687500000006
SVM,0.085625,0.0875,0.48489687500000006
SVM,0.091875,0.0875,0.48489687500000006
SVM,0.091875,0.09,0.48489687500000006
SVM,0.09375,0.09,0.48489687500000006
SVM,0.09375,0.0925,0.48489687500000006
SVM,0.099375,0.0925,0.48489687500000006
SVM,0.099375,0.095,0.48489687500000006
SVM,0.1075,0.095,0.48489687500000006
SVM,0.1075,0.0975,0.48489687500000006
SVM,0.109375,0.0975,0.48489687500000006
SVM,0.109375,0.1,0.48489687500000006
SVM,0.110625,0.1,0.48489687500000006
SVM,0.110625,0.1025,0.48489687500000006
