Dataset,Model,Uses_PCA,Original_Features,CV_Best_F1,Best_Threshold,Model_N_Neighbors,Model_Distance,Accuracy,Precision,Recall,F1,ROC_AUC,Training_Time_Seconds,TN,FP,FN,TP,PCA_Variance_Target,PCA_Components,Explained_Variance
Lifestyle,KNN,True,6,0.2680502485101623,0.009000701865304038,15.0,Euclidean,0.231,0.20178197064989517,0.9625,0.33362218370883884,0.4973984375,9.334218200005125,77,1523,15,385,0.9,9,0.9335088443924993
Lifestyle,SVM,True,6,0.2789522883330675,0.40037905726636946,,,0.2,0.2,1.0,0.3333333333333333,0.48059375,123.93702590005705,0,1600,0,400,0.9,9,0.9335088443924993
Lifestyle,XGBoost,True,6,0.26332448778111395,0.08913784474134445,,,0.203,0.19756838905775076,0.975,0.32855939342881213,0.49721796875,1.8725328000145964,16,1584,10,390,0.95,10,1.0
Lifestyle,MLP,True,6,0.280882093155304,0.1710190323187689,,,0.2,0.2,1.0,0.3333333333333333,0.48941875,8.167633100005332,0,1600,0,400,0.9,9,0.9335088443924993
