Model,FPR,TPR,AUC
KNN,0.0,0.0,0.7872924216944646
KNN,0.013033923014992276,0.07177233730906048,0.7872924216944646
KNN,0.013077441956611615,0.07177233730906048,0.7872924216944646
KNN,0.013077441956611615,0.07198158610587989,0.7872924216944646
KNN,0.013273277193898644,0.07198158610587989,0.7872924216944646
KNN,0.013273277193898644,0.07219083490269931,0.7872924216944646
KNN,0.013295036664708314,0.07219083490269931,0.7872924216944646
KNN,0.013295036664708314,0.07240008369951872,0.7872924216944646
KNN,0.013316796135517985,0.07240008369951872,0.7872924216944646
KNN,0.013316796135517985,0.07281858129315756,0.7872924216944646
KNN,0.013338555606327655,0.07281858129315756,0.7872924216944646
KNN,0.013338555606327655,0.0732370788867964,0.7872924216944646
KNN,0.013360315077137324,0.0732370788867964,0.7872924216944646
KNN,0.013360315077137324,0.07365557648043523,0.7872924216944646
KNN,0.013425593489566333,0.07365557648043523,0.7872924216944646
KNN,0.013425593489566333,0.07407407407407407,0.7872924216944646
KNN,0.013469112431185674,0.07407407407407407,0.7872924216944646
KNN,0.013469112431185674,0.0742833228708935,0.7872924216944646
KNN,0.013490871901995343,0.0742833228708935,0.7872924216944646
KNN,0.013490871901995343,0.0744925716677129,0.7872924216944646
KNN,0.013556150314424354,0.0744925716677129,0.7872924216944646
KNN,0.013556150314424354,0.07491106926135174,0.7872924216944646
KNN,0.013643188197663032,0.07491106926135174,0.7872924216944646
KNN,0.013643188197663032,0.07512031805817117,0.7872924216944646
KNN,0.013686707139282373,0.07512031805817117,0.7872924216944646
KNN,0.013686707139282373,0.07553881565181,0.7872924216944646
KNN,0.013730226080901712,0.07553881565181,0.7872924216944646
KNN,0.013730226080901712,0.07574806444862942,0.7872924216944646
KNN,0.013926061318188741,0.07574806444862942,0.7872924216944646
KNN,0.013969580259808082,0.07574806444862942,0.7872924216944646
KNN,0.014056618143046762,0.07574806444862942,0.7872924216944646
KNN,0.014056618143046762,0.07595731324544884,0.7872924216944646
KNN,0.01416541549709511,0.07595731324544884,0.7872924216944646
KNN,0.01416541549709511,0.07616656204226825,0.7872924216944646
KNN,0.014426529146811149,0.07616656204226825,0.7872924216944646
KNN,0.014426529146811149,0.07637581083908768,0.7872924216944646
KNN,0.01444828861762082,0.07637581083908768,0.7872924216944646
KNN,0.01444828861762082,0.07679430843272651,0.7872924216944646
KNN,0.01455708597166917,0.07679430843272651,0.7872924216944646
KNN,0.01455708597166917,0.07700355722954592,0.7872924216944646
KNN,0.014578845442478838,0.07700355722954592,0.7872924216944646
KNN,0.014578845442478838,0.07721280602636535,0.7872924216944646
KNN,0.014665883325717518,0.07721280602636535,0.7872924216944646
KNN,0.014665883325717518,0.07763130362000419,0.7872924216944646
KNN,0.01470940226733686,0.07763130362000419,0.7872924216944646
KNN,0.01470940226733686,0.0778405524168236,0.7872924216944646
KNN,0.014752921208956198,0.0778405524168236,0.7872924216944646
KNN,0.014752921208956198,0.07804980121364302,0.7872924216944646
KNN,0.014905237504623888,0.07804980121364302,0.7872924216944646
KNN,0.014905237504623888,0.07825905001046243,0.7872924216944646
KNN,0.014992275387862568,0.07825905001046243,0.7872924216944646
KNN,0.014992275387862568,0.07846829880728186,0.7872924216944646
KNN,0.015079313271101246,0.07846829880728186,0.7872924216944646
KNN,0.015079313271101246,0.07867754760410128,0.7872924216944646
KNN,0.015101072741910916,0.07867754760410128,0.7872924216944646
KNN,0.015101072741910916,0.0788867964009207,0.7872924216944646
KNN,0.015122832212720587,0.0788867964009207,0.7872924216944646
KNN,0.015122832212720587,0.07930529399455953,0.7872924216944646
KNN,0.015166351154339926,0.07930529399455953,0.7872924216944646
KNN,0.015166351154339926,0.07951454279137896,0.7872924216944646
KNN,0.015188110625149596,0.07951454279137896,0.7872924216944646
KNN,0.015188110625149596,0.07972379158819837,0.7872924216944646
KNN,0.015209870095959267,0.07972379158819837,0.7872924216944646
KNN,0.015209870095959267,0.07993304038501779,0.7872924216944646
KNN,0.015231629566768936,0.07993304038501779,0.7872924216944646
KNN,0.015231629566768936,0.08056078677547604,0.7872924216944646
KNN,0.015318667450007616,0.08056078677547604,0.7872924216944646
KNN,0.015318667450007616,0.08077003557229546,0.7872924216944646
KNN,0.015383945862436625,0.08077003557229546,0.7872924216944646
KNN,0.015383945862436625,0.08097928436911488,0.7872924216944646
KNN,0.015405705333246296,0.08097928436911488,0.7872924216944646
KNN,0.015405705333246296,0.0811885331659343,0.7872924216944646
KNN,0.015427464804055966,0.0811885331659343,0.7872924216944646
KNN,0.015427464804055966,0.08139778196275371,0.7872924216944646
KNN,0.015558021628913985,0.08139778196275371,0.7872924216944646
KNN,0.015558021628913985,0.08160703075957314,0.7872924216944646
KNN,0.015579781099723656,0.08160703075957314,0.7872924216944646
KNN,0.015579781099723656,0.08181627955639255,0.7872924216944646
KNN,0.015732097395391345,0.08181627955639255,0.7872924216944646
KNN,0.015732097395391345,0.08223477715003139,0.7872924216944646
KNN,0.016014970515917052,0.08223477715003139,0.7872924216944646
KNN,0.016014970515917052,0.08244402594685081,0.7872924216944646
KNN,0.01614552734077507,0.08244402594685081,0.7872924216944646
KNN,0.01614552734077507,0.08265327474367022,0.7872924216944646
KNN,0.016232565224013753,0.08265327474367022,0.7872924216944646
KNN,0.016232565224013753,0.08307177233730906,0.7872924216944646
KNN,0.01631960310725243,0.08307177233730906,0.7872924216944646
KNN,0.016363122048871772,0.08307177233730906,0.7872924216944646
KNN,0.01642840046130078,0.08307177233730906,0.7872924216944646
KNN,0.01642840046130078,0.0834902699309479,0.7872924216944646
KNN,0.01660247622777814,0.0834902699309479,0.7872924216944646
KNN,0.01660247622777814,0.08369951872776732,0.7872924216944646
KNN,0.01682007093587484,0.08369951872776732,0.7872924216944646
KNN,0.01682007093587484,0.08390876752458673,0.7872924216944646
KNN,0.01684183040668451,0.08390876752458673,0.7872924216944646
KNN,0.01684183040668451,0.08411801632140616,0.7872924216944646
KNN,0.01690710881911352,0.08411801632140616,0.7872924216944646
KNN,0.01690710881911352,0.08453651391504499,0.7872924216944646
KNN,0.01697238723154253,0.08453651391504499,0.7872924216944646
KNN,0.01697238723154253,0.0847457627118644,0.7872924216944646
KNN,0.01705942511478121,0.0847457627118644,0.7872924216944646
KNN,0.01705942511478121,0.08495501150868383,0.7872924216944646
KNN,0.01716822246882956,0.08495501150868383,0.7872924216944646
KNN,0.01716822246882956,0.08516426030550324,0.7872924216944646
KNN,0.017320538764497247,0.08516426030550324,0.7872924216944646
KNN,0.017320538764497247,0.08558275789914208,0.7872924216944646
KNN,0.017385817176926256,0.08558275789914208,0.7872924216944646
KNN,0.017385817176926256,0.0857920066959615,0.7872924216944646
KNN,0.01740757664773593,0.0857920066959615,0.7872924216944646
KNN,0.01740757664773593,0.08600125549278091,0.7872924216944646
KNN,0.017516374001784275,0.08600125549278091,0.7872924216944646
KNN,0.017516374001784275,0.08662900188323917,0.7872924216944646
KNN,0.017538133472593948,0.08662900188323917,0.7872924216944646
KNN,0.017538133472593948,0.08704749947687801,0.7872924216944646
KNN,0.017646930826642294,0.08704749947687801,0.7872924216944646
KNN,0.017646930826642294,0.08725674827369742,0.7872924216944646
KNN,0.017690449768261635,0.08725674827369742,0.7872924216944646
KNN,0.017690449768261635,0.08746599707051685,0.7872924216944646
KNN,0.017821006593119654,0.08746599707051685,0.7872924216944646
KNN,0.017821006593119654,0.08767524586733626,0.7872924216944646
KNN,0.017973322888787346,0.08767524586733626,0.7872924216944646
KNN,0.017973322888787346,0.08788449466415568,0.7872924216944646
KNN,0.018060360772026024,0.08788449466415568,0.7872924216944646
KNN,0.018060360772026024,0.08830299225779452,0.7872924216944646
KNN,0.018321474421742062,0.08830299225779452,0.7872924216944646
KNN,0.018321474421742062,0.08851224105461393,0.7872924216944646
KNN,0.018430271775790413,0.08851224105461393,0.7872924216944646
KNN,0.018430271775790413,0.08872148985143335,0.7872924216944646
KNN,0.018473790717409753,0.08872148985143335,0.7872924216944646
KNN,0.018473790717409753,0.08913998744507219,0.7872924216944646
KNN,0.01851730965902909,0.08913998744507219,0.7872924216944646
KNN,0.01851730965902909,0.08955848503871103,0.7872924216944646
KNN,0.018560828600648432,0.08955848503871103,0.7872924216944646
KNN,0.018560828600648432,0.09018623142916929,0.7872924216944646
KNN,0.018604347542267773,0.09018623142916929,0.7872924216944646
KNN,0.018604347542267773,0.0903954802259887,0.7872924216944646
KNN,0.018669625954696782,0.0903954802259887,0.7872924216944646
KNN,0.018669625954696782,0.09102322661644696,0.7872924216944646
KNN,0.018713144896316123,0.09102322661644696,0.7872924216944646
KNN,0.018713144896316123,0.09123247541326637,0.7872924216944646
KNN,0.018843701721174142,0.09123247541326637,0.7872924216944646
KNN,0.018843701721174142,0.09186022180372463,0.7872924216944646
KNN,0.01893073960441282,0.09186022180372463,0.7872924216944646
KNN,0.01893073960441282,0.09206947060054405,0.7872924216944646
KNN,0.01895249907522249,0.09206947060054405,0.7872924216944646
KNN,0.01895249907522249,0.09227871939736347,0.7872924216944646
KNN,0.01903953695846117,0.09227871939736347,0.7872924216944646
KNN,0.01903953695846117,0.09248796819418288,0.7872924216944646
KNN,0.01908305590008051,0.09248796819418288,0.7872924216944646
KNN,0.01908305590008051,0.09290646578782172,0.7872924216944646
KNN,0.01914833431250952,0.09290646578782172,0.7872924216944646
KNN,0.01914833431250952,0.09311571458464114,0.7872924216944646
KNN,0.01917009378331919,0.09311571458464114,0.7872924216944646
KNN,0.01917009378331919,0.09332496338146055,0.7872924216944646
KNN,0.0192353721957482,0.09332496338146055,0.7872924216944646
KNN,0.0192353721957482,0.09353421217827998,0.7872924216944646
KNN,0.01927889113736754,0.09353421217827998,0.7872924216944646
KNN,0.01927889113736754,0.09374346097509939,0.7872924216944646
KNN,0.019322410078986878,0.09374346097509939,0.7872924216944646
KNN,0.019322410078986878,0.09395270977191882,0.7872924216944646
KNN,0.019452966903844897,0.09395270977191882,0.7872924216944646
KNN,0.019452966903844897,0.09416195856873823,0.7872924216944646
KNN,0.01951824531627391,0.09416195856873823,0.7872924216944646
KNN,0.01951824531627391,0.09437120736555765,0.7872924216944646
KNN,0.01958352372870292,0.09437120736555765,0.7872924216944646
KNN,0.01958352372870292,0.09458045616237706,0.7872924216944646
KNN,0.019670561611941598,0.09458045616237706,0.7872924216944646
KNN,0.019670561611941598,0.09478970495919649,0.7872924216944646
KNN,0.01971408055356094,0.09478970495919649,0.7872924216944646
KNN,0.01971408055356094,0.09520820255283532,0.7872924216944646
KNN,0.019757599495180276,0.09520820255283532,0.7872924216944646
KNN,0.019757599495180276,0.09541745134965474,0.7872924216944646
KNN,0.019801118436799617,0.09541745134965474,0.7872924216944646
KNN,0.019801118436799617,0.09562670014647416,0.7872924216944646
KNN,0.019866396849228626,0.09562670014647416,0.7872924216944646
KNN,0.019866396849228626,0.096045197740113,0.7872924216944646
KNN,0.019888156320038295,0.096045197740113,0.7872924216944646
KNN,0.019888156320038295,0.09646369533375183,0.7872924216944646
KNN,0.019931675261657636,0.09646369533375183,0.7872924216944646
KNN,0.019931675261657636,0.09667294413057125,0.7872924216944646
KNN,0.019975194203276977,0.09667294413057125,0.7872924216944646
KNN,0.019975194203276977,0.09688219292739067,0.7872924216944646
KNN,0.020062232086515655,0.09688219292739067,0.7872924216944646
KNN,0.020062232086515655,0.09709144172421008,0.7872924216944646
KNN,0.020083991557325327,0.09709144172421008,0.7872924216944646
KNN,0.020083991557325327,0.09792843691148775,0.7872924216944646
KNN,0.020127510498944665,0.09792843691148775,0.7872924216944646
KNN,0.020127510498944665,0.09813768570830718,0.7872924216944646
KNN,0.020171029440564005,0.09813768570830718,0.7872924216944646
KNN,0.020171029440564005,0.09834693450512659,0.7872924216944646
KNN,0.020258067323802684,0.09834693450512659,0.7872924216944646
KNN,0.020258067323802684,0.09855618330194602,0.7872924216944646
KNN,0.020323345736231693,0.09855618330194602,0.7872924216944646
KNN,0.020323345736231693,0.09876543209876543,0.7872924216944646
KNN,0.020345105207041365,0.09876543209876543,0.7872924216944646
KNN,0.020345105207041365,0.09918392969240426,0.7872924216944646
KNN,0.020475662031899385,0.09918392969240426,0.7872924216944646
KNN,0.020475662031899385,0.09939317848922369,0.7872924216944646
KNN,0.020497421502709053,0.09939317848922369,0.7872924216944646
KNN,0.020497421502709053,0.09981167608286252,0.7872924216944646
KNN,0.020497421502709053,0.10023017367650136,0.7872924216944646
KNN,0.020606218856757404,0.10023017367650136,0.7872924216944646
KNN,0.020606218856757404,0.1006486712701402,0.7872924216944646
KNN,0.020627978327567072,0.1006486712701402,0.7872924216944646
KNN,0.020627978327567072,0.10085792006695961,0.7872924216944646
KNN,0.020671497269186413,0.10085792006695961,0.7872924216944646
KNN,0.020693256739996082,0.10085792006695961,0.7872924216944646
KNN,0.020693256739996082,0.1019041640510567,0.7872924216944646
KNN,0.020780294623234764,0.1019041640510567,0.7872924216944646
KNN,0.020802054094044432,0.10211341284787613,0.7872924216944646
KNN,0.020889091977283114,0.10211341284787613,0.7872924216944646
KNN,0.020889091977283114,0.10232266164469554,0.7872924216944646
KNN,0.020976129860521792,0.10232266164469554,0.7872924216944646
KNN,0.020976129860521792,0.10253191044151497,0.7872924216944646
KNN,0.021041408272950802,0.10253191044151497,0.7872924216944646
KNN,0.021041408272950802,0.10274115923833438,0.7872924216944646
KNN,0.02110668668537981,0.10274115923833438,0.7872924216944646
KNN,0.02110668668537981,0.1029504080351538,0.7872924216944646
KNN,0.0212590029810475,0.1029504080351538,0.7872924216944646
KNN,0.0212590029810475,0.10315965683197321,0.7872924216944646
KNN,0.02128076245185717,0.10315965683197321,0.7872924216944646
KNN,0.02128076245185717,0.10378740322243148,0.7872924216944646
KNN,0.02136780033509585,0.10378740322243148,0.7872924216944646
KNN,0.02136780033509585,0.10399665201925089,0.7872924216944646
KNN,0.021389559805905522,0.10399665201925089,0.7872924216944646
KNN,0.021389559805905522,0.10420590081607031,0.7872924216944646
KNN,0.02145483821833453,0.10420590081607031,0.7872924216944646
KNN,0.02145483821833453,0.10483364720652856,0.7872924216944646
KNN,0.02160715451400222,0.10483364720652856,0.7872924216944646
KNN,0.02160715451400222,0.10504289600334799,0.7872924216944646
KNN,0.02167243292643123,0.10504289600334799,0.7872924216944646
KNN,0.02167243292643123,0.1052521448001674,0.7872924216944646
KNN,0.02173771133886024,0.1052521448001674,0.7872924216944646
KNN,0.02173771133886024,0.10546139359698682,0.7872924216944646
KNN,0.021933546576147267,0.10546139359698682,0.7872924216944646
KNN,0.021933546576147267,0.10567064239380623,0.7872924216944646
KNN,0.021998824988576277,0.10567064239380623,0.7872924216944646
KNN,0.021998824988576277,0.10587989119062566,0.7872924216944646
KNN,0.022042343930195617,0.10587989119062566,0.7872924216944646
KNN,0.022042343930195617,0.10608913998744507,0.7872924216944646
KNN,0.022064103401005286,0.10608913998744507,0.7872924216944646
KNN,0.022064103401005286,0.1062983887842645,0.7872924216944646
KNN,0.022107622342624627,0.1062983887842645,0.7872924216944646
KNN,0.022107622342624627,0.1065076375810839,0.7872924216944646
KNN,0.022151141284243968,0.1065076375810839,0.7872924216944646
KNN,0.022151141284243968,0.10692613517472274,0.7872924216944646
KNN,0.022172900755053637,0.10692613517472274,0.7872924216944646
KNN,0.022172900755053637,0.10713538397154217,0.7872924216944646
KNN,0.022216419696672977,0.10713538397154217,0.7872924216944646
KNN,0.022216419696672977,0.107553881565181,0.7872924216944646
KNN,0.022281698109101987,0.107553881565181,0.7872924216944646
